"calldate_first","calldate_last","INET_NTOA(sipcallerip)","calls_qty_per_ip","connect_duration_minutes"
"2018-04-09 16:25:45","2018-04-16 13:26:57","216.54.1.138",3,1.0333
"2018-01-03 18:55:31","2018-01-03 19:00:07","24.114.41.195",4,1.0333
"2018-05-23 18:18:40","2018-05-23 19:46:16","166.171.251.124",2,1.0333
"2018-01-11 20:21:30","2018-01-11 20:21:30","24.114.48.35",1,1.0167
"2018-04-09 20:12:34","2018-04-09 20:17:35","190.100.99.227",6,1.0000
"2018-05-02 23:22:07","2018-05-02 23:22:07","181.179.31.22",1,0.9833
"2018-05-15 17:40:19","2018-05-15 17:40:19","24.244.23.251",1,0.9833
"2018-04-25 12:19:02","2018-04-25 12:19:02","84.203.130.151",1,0.9833
"2018-05-12 16:58:29","2018-05-12 16:58:29","209.171.88.242",2,0.9667
"2018-01-28 16:09:42","2018-01-28 16:13:11","112.135.4.148",2,0.9667
"2018-01-04 18:18:41","2018-01-04 18:22:04","166.176.187.228",2,0.9500
"2018-04-30 23:14:36","2018-04-30 23:14:36","24.244.23.149",1,0.9500
"2018-03-27 20:16:33","2018-03-27 20:16:33","166.176.185.0",1,0.9333
"2018-05-07 16:13:08","2018-05-07 16:13:08","166.170.37.237",1,0.9167
"2018-03-05 16:28:23","2018-03-05 16:28:23","70.24.154.103",2,0.9000
"2018-05-23 14:43:03","2018-05-23 14:43:03","208.114.129.131",1,0.9000
"2018-02-16 18:06:56","2018-02-16 18:10:31","24.114.24.122",2,0.9000
"2018-03-29 13:10:29","2018-03-29 13:10:29","184.151.179.137",1,0.8833
"2018-03-16 12:03:46","2018-03-21 15:49:11","142.166.52.227",4,0.8667
"2018-01-09 00:20:55","2018-01-09 00:24:18","72.143.226.208",2,0.8667
"2018-05-15 14:16:40","2018-05-15 14:16:40","166.170.43.44",1,0.8667
"2018-05-18 18:01:54","2018-05-18 18:04:39","184.151.231.235",2,0.8500
"2018-02-13 14:44:48","2018-02-13 14:44:48","70.48.4.85",2,0.8333
"2018-04-24 20:00:18","2018-04-24 20:00:18","184.151.231.160",1,0.8333
"2018-03-16 18:47:59","2018-03-16 18:47:59","50.115.184.59",1,0.8333
"2018-04-23 12:21:57","2018-04-23 12:21:57","24.50.163.210",2,0.8333
"2018-04-28 00:14:18","2018-04-28 00:14:18","104.243.37.106",1,0.8000
"2018-01-23 16:54:40","2018-01-23 17:25:49","190.218.197.160",11,0.8000
"2018-04-19 16:46:36","2018-04-19 16:46:36","72.143.234.183",1,0.7833
"2018-03-16 14:08:08","2018-03-16 14:08:08","90.213.252.143",2,0.7667
"2018-04-04 07:14:51","2018-04-04 07:14:51","24.114.104.194",2,0.7667
"2018-05-09 14:47:37","2018-05-09 14:47:37","104.204.92.133",2,0.7667
"2018-02-27 19:07:16","2018-02-27 19:10:54","24.114.44.242",2,0.7667
"2018-05-23 16:40:46","2018-05-23 16:43:29","24.244.23.222",2,0.7500
"2018-03-09 07:04:28","2018-03-09 07:07:00","173.224.72.228",5,0.7333
"2018-01-03 19:17:13","2018-01-03 19:18:08","166.175.61.93",2,0.7167
"2018-05-24 16:28:58","2018-05-24 16:28:58","184.68.6.62",1,0.7167
"2018-05-01 18:41:30","2018-05-01 18:41:30","24.114.38.145",1,0.7167
"2018-05-04 03:16:26","2018-05-04 03:16:26","190.141.248.67",1,0.6833
"2018-02-16 18:27:51","2018-02-16 18:31:25","208.54.86.170",2,0.6833
"2018-03-03 23:59:14","2018-03-04 00:02:53","72.143.235.56",2,0.6667
"2018-01-20 01:48:48","2018-01-20 01:52:15","67.63.37.35",2,0.6667
"2018-05-28 20:28:14","2018-05-28 20:29:46","142.169.78.33",2,0.6500
"2018-01-25 20:24:59","2018-01-25 20:26:19","192.235.213.34",2,0.6500
"2018-04-24 16:29:40","2018-04-24 16:29:40","63.156.47.18",1,0.6500
"2018-04-03 18:01:02","2018-04-03 18:52:55","184.151.231.175",6,0.6500
"2018-01-09 18:53:53","2018-01-09 18:57:17","24.244.32.248",2,0.6167
"2018-01-04 02:05:19","2018-01-04 02:05:19","96.22.68.171",1,0.6167
"2018-05-03 23:26:44","2018-05-03 23:26:44","24.114.44.240",1,0.6000
"2018-04-24 14:55:05","2018-04-24 14:55:05","162.156.149.198",1,0.5833
"2018-03-19 16:20:22","2018-03-20 17:28:50","190.218.198.0",9,0.5500
"2018-05-18 13:14:26","2018-05-18 13:14:26","184.151.178.178",1,0.5500
"2018-05-24 17:09:37","2018-05-24 17:09:37","72.143.234.102",1,0.5500
"2018-03-14 22:26:24","2018-03-14 22:48:56","72.143.224.151",2,0.5333
"2018-01-24 10:09:21","2018-01-24 10:09:21","24.114.57.235",1,0.5333
"2018-05-04 23:05:27","2018-05-04 23:05:27","72.143.229.91",1,0.5333
"2018-04-11 13:59:18","2018-04-11 13:59:18","74.12.187.108",1,0.5167
"2018-05-31 17:45:13","2018-05-31 17:45:13","142.177.130.166",1,0.5167
"2018-05-08 16:58:56","2018-05-08 16:58:56","72.143.234.178",1,0.5167
"2018-01-15 13:05:31","2018-01-15 13:05:31","72.39.151.46",1,0.5000
"2018-01-26 00:52:10","2018-01-26 00:55:39","72.143.233.67",2,0.5000
"2018-02-16 18:18:19","2018-02-16 18:22:16","173.164.94.190",4,0.5000
"2018-05-22 22:56:48","2018-05-22 22:56:48","72.143.225.131",1,0.5000
"2018-05-28 16:17:51","2018-05-28 16:17:51","24.114.42.139",1,0.4833
"2018-01-19 21:24:15","2018-01-19 21:27:42","72.143.226.249",2,0.4833
"2018-04-03 09:39:57","2018-04-03 09:39:57","72.139.207.13",2,0.4667
"2018-04-29 18:57:08","2018-04-29 18:57:08","184.151.231.58",1,0.4667
"2018-01-22 19:13:42","2018-01-22 19:17:10","184.151.231.182",2,0.4667
"2018-01-11 00:54:09","2018-01-11 00:57:33","24.114.43.121",2,0.4667
"2018-03-02 20:01:31","2018-03-02 20:05:58","24.114.27.58",4,0.4667
"2018-03-21 20:32:10","2018-03-21 20:32:10","72.139.196.51",1,0.4500
"2018-05-14 23:20:11","2018-05-14 23:20:11","24.244.23.174",1,0.4333
"2018-04-03 21:45:31","2018-04-03 23:48:18","24.114.37.72",5,0.4333
"2018-03-20 16:29:29","2018-03-20 16:52:02","24.114.27.141",2,0.4333
"2018-01-11 16:52:14","2018-01-11 16:52:14","24.114.49.158",1,0.4167
"2018-04-30 13:51:06","2018-04-30 13:51:06","107.143.121.171",1,0.4167
"2018-03-10 01:31:14","2018-03-10 01:31:14","189.181.79.48",2,0.4000
"2018-01-20 02:07:04","2018-01-20 02:10:31","209.171.88.156",2,0.4000
"2018-05-15 17:57:36","2018-05-15 17:57:36","72.143.226.80",1,0.3833
"2018-03-09 07:12:08","2018-03-09 19:06:41","72.234.151.9",6,0.3833
"2018-01-24 17:34:22","2018-01-24 17:46:44","24.114.59.60",2,0.3833
"2018-03-08 17:42:21","2018-03-09 01:00:30","98.159.46.109",3,0.3500
"2018-01-24 18:27:18","2018-01-24 18:29:44","24.114.70.56",2,0.3500
"2018-05-02 22:36:37","2018-05-02 22:36:37","24.114.25.81",1,0.3333
"2018-04-19 23:19:52","2018-04-19 23:41:32","64.253.155.170",2,0.3167
"2018-04-13 13:14:07","2018-04-13 13:14:07","184.151.179.215",1,0.3000
"2018-04-26 19:36:25","2018-04-26 19:36:25","24.244.23.217",1,0.3000
"2018-04-20 16:40:59","2018-04-20 16:40:59","199.126.193.88",1,0.3000
"2018-05-17 21:40:53","2018-05-17 21:40:53","24.114.37.224",1,0.2833
"2018-03-06 18:56:40","2018-04-27 00:14:41","174.1.176.246",5,0.2833
"2018-03-20 02:54:30","2018-03-20 03:22:39","190.131.192.58",4,0.2833
"2018-01-24 18:56:00","2018-01-24 18:56:47","24.114.79.150",2,0.2833
"2018-01-11 17:05:16","2018-01-11 17:05:16","216.46.4.155",1,0.2667
"2018-05-28 20:33:52","2018-05-28 20:36:57","142.166.52.60",2,0.2500
"2018-02-06 20:03:40","2018-02-06 20:07:12","184.151.231.179",2,0.2333
"2018-05-16 18:55:08","2018-05-16 18:55:28","45.32.182.243",3,0.2333
"2018-04-04 15:28:10","2018-04-04 15:29:11","24.114.26.203",2,0.2333
"2018-04-14 16:57:15","2018-04-21 19:07:42","24.207.13.240",2,0.2333
"2018-05-11 13:52:37","2018-05-11 13:52:37","50.115.187.152",1,0.2167
"2018-01-25 19:11:11","2018-01-25 19:11:11","69.166.25.42",1,0.2167
"2018-05-08 18:50:04","2018-05-08 18:50:04","184.151.231.138",1,0.2000
"2018-01-18 18:36:19","2018-01-18 18:39:45","24.114.23.231",2,0.2000
"2018-01-31 19:49:53","2018-01-31 19:53:23","72.39.119.232",2,0.1833
"2018-04-09 19:38:05","2018-04-09 19:38:05","166.176.185.173",1,0.1833
"2018-05-04 21:49:47","2018-05-04 21:49:47","209.171.88.202",1,0.1833
"2018-02-10 12:44:28","2018-02-10 12:44:28","72.139.203.98",2,0.1667
"2018-01-22 11:40:04","2018-01-22 11:43:32","190.167.199.42",2,0.1667
"2018-01-01 04:10:46","2018-01-05 20:11:34","23.81.0.59",10,0.1667
"2018-04-02 05:44:21","2018-04-02 05:44:45","37.75.209.66",3,0.1667
"2018-01-01 00:07:10","2018-01-05 03:29:57","162.254.206.227",10,0.1667
"2018-01-16 16:58:33","2018-01-16 16:58:33","213.143.48.80",1,0.1500
"2018-05-27 17:07:55","2018-05-27 17:07:55","72.168.177.11",1,0.1500
"2018-03-07 21:33:52","2018-03-07 21:33:52","24.137.90.75",1,0.1500
"2018-02-23 22:05:18","2018-02-23 22:05:18","45.3.4.231",2,0.1333
"2018-01-04 17:59:29","2018-01-04 17:59:29","47.36.72.188",1,0.1333
"2018-03-05 06:11:09","2018-03-05 06:14:48","112.135.9.171",3,0.1333
"2018-04-27 22:53:33","2018-04-27 22:53:33","184.151.231.123",1,0.1167
"2018-05-16 21:42:02","2018-05-16 21:42:02","24.114.84.191",1,0.1167
"2018-05-15 21:34:41","2018-05-15 21:34:41","166.171.59.208",1,0.1167
"2018-01-01 02:24:30","2018-01-05 00:42:42","65.49.22.66",7,0.1167
"2018-01-01 08:14:46","2018-01-05 04:00:23","192.199.248.75",6,0.1000
"2018-05-20 14:43:27","2018-05-20 14:43:27","99.232.248.162",1,0.1000
"2018-05-21 00:05:34","2018-05-21 00:05:34","24.71.255.243",1,0.1000
"2018-04-04 01:30:24","2018-04-04 01:30:24","174.3.141.69",1,0.0833
"2018-05-05 00:38:30","2018-05-05 00:38:30","184.151.231.69",1,0.0833
"2018-01-11 21:32:21","2018-01-11 21:32:21","178.246.236.160",1,0.0833
"2018-05-25 15:48:43","2018-05-25 15:48:43","104.250.92.151",1,0.0833
"2018-04-16 14:57:52","2018-04-16 14:57:52","189.186.241.150",1,0.0833
"2018-05-31 18:40:42","2018-05-31 19:14:54","74.12.185.176",2,0.0833
"2018-01-19 20:07:44","2018-01-19 20:07:44","209.171.88.146",1,0.0833
"2018-01-02 22:29:10","2018-01-05 03:30:29","69.162.81.155",4,0.0667
"2018-01-01 06:58:59","2018-01-04 06:28:57","207.250.234.100",4,0.0667
"2018-05-23 18:14:29","2018-05-23 18:14:29","184.151.178.127",1,0.0667
"2018-05-08 11:51:20","2018-05-08 11:51:20","74.12.65.140",2,0.0667
"2018-05-23 21:38:43","2018-05-23 21:38:43","104.157.99.241",1,0.0500
"2018-01-15 21:14:44","2018-01-15 21:14:44","64.231.125.121",1,0.0500
"2018-05-23 18:55:41","2018-05-23 18:55:41","184.151.231.174",1,0.0333
"2018-03-09 21:42:12","2018-03-09 21:42:12","142.169.193.74",1,0.0333
"2018-05-23 20:39:47","2018-05-23 20:39:47","184.151.231.120",1,0.0333
"2018-05-16 20:17:38","2018-05-16 20:17:38","24.50.185.158",1,0.0333
"2018-05-31 15:57:23","2018-05-31 15:57:23","209.52.88.143",1,0.0333
"2018-01-01 15:55:55","2018-01-01 15:55:55","207.228.238.7",1,0.0167
"2018-01-03 19:03:18","2018-01-03 19:03:18","184.107.126.165",1,0.0167
"2018-01-20 20:38:14","2018-01-20 20:38:14","75.155.55.124",1,0.0167
"2018-01-05 09:32:04","2018-01-05 09:32:04","54.243.204.120",1,0.0167
