,,a_saddr,b_saddr,a_saddr_asn,a_saddr_asorg,a_saddr_asip,b_saddr_asn,b_saddr_asorg,b_saddr_asip
70831674,2018-03-11,3227975507,920517275,393755,CloudPBX,192.102.255.83,14618,"Amazon.com, Inc.",54.221.250.155
72261639,2018-03-22,3227975506,920517275,393755,CloudPBX,192.102.255.82,14618,"Amazon.com, Inc.",54.221.250.155
64569790,2018-01-02,3227975506,921408489,393755,CloudPBX,192.102.255.82,14618,"Amazon.com, Inc.",54.235.147.233
70676941,2018-03-09,3227975507,921408489,393755,CloudPBX,192.102.255.83,14618,"Amazon.com, Inc.",54.235.147.233
70792726,2018-03-10,1654599250,921408489,395766,CloudPBX,98.159.46.82,14618,"Amazon.com, Inc.",54.235.147.233
72189069,2018-03-22,3227975506,921409822,393755,CloudPBX,192.102.255.82,14618,"Amazon.com, Inc.",54.235.153.30
74169135,2018-04-11,3227975507,921422384,393755,CloudPBX,192.102.255.83,14618,"Amazon.com, Inc.",54.235.202.48
78158567,2018-05-23,3227975251,921422384,395152,CloudPBX,192.102.254.83,14618,"Amazon.com, Inc.",54.235.202.48
71539672,2018-03-16,3227975250,1041306890,395152,CloudPBX,192.102.254.82,702,"MCI Communications Services, Inc. d/b/a Verizon Business",62.17.21.10
72430088,2018-03-23,3227975251,1041306890,395152,CloudPBX,192.102.254.83,702,"MCI Communications Services, Inc. d/b/a Verizon Business",62.17.21.10
75607485,2018-04-25,3227975507,1065580518,393755,CloudPBX,192.102.255.83,6983,"Earthlink, Inc.",63.131.119.230
64565240,2018-01-02,1654599251,1070780912,395766,CloudPBX,98.159.46.83,16504,Granite Telecommunications LLC,63.210.209.240
65894882,2018-01-19,3227975251,1070780912,395152,CloudPBX,192.102.254.83,16504,Granite Telecommunications LLC,63.210.209.240
68213403,2018-02-14,3227975250,1070780912,395152,CloudPBX,192.102.254.82,16504,Granite Telecommunications LLC,63.210.209.240
70468819,2018-03-07,3227975506,1070780912,393755,CloudPBX,192.102.255.82,16504,Granite Telecommunications LLC,63.210.209.240
65078089,2018-01-09,3227975506,1072930636,393755,CloudPBX,192.102.255.82,6453,TATA COMMUNICATIONS (AMERICA) INC,63.243.159.76
65986734,2018-01-22,3227975507,1072930636,393755,CloudPBX,192.102.255.83,6453,TATA COMMUNICATIONS (AMERICA) INC,63.243.159.76
66064052,2018-01-23,1654599250,1072930636,395766,CloudPBX,98.159.46.82,6453,TATA COMMUNICATIONS (AMERICA) INC,63.243.159.76
66064369,2018-01-23,1654599251,1072930636,395766,CloudPBX,98.159.46.83,6453,TATA COMMUNICATIONS (AMERICA) INC,63.243.159.76
65209135,2018-01-10,3227975506,1074850834,393755,CloudPBX,192.102.255.82,63440,TELNYX LLC,64.16.236.18
65287396,2018-01-11,3227975507,1074850834,393755,CloudPBX,192.102.255.83,63440,TELNYX LLC,64.16.236.18
65502424,2018-01-15,3227975251,1074850834,395152,CloudPBX,192.102.254.83,63440,TELNYX LLC,64.16.236.18
74011075,2018-04-10,1654599251,1074850834,395766,CloudPBX,98.159.46.83,63440,TELNYX LLC,64.16.236.18
75447833,2018-04-24,1654599250,1074850834,395766,CloudPBX,98.159.46.82,63440,TELNYX LLC,64.16.236.18
77685111,2018-05-15,3227975250,1074850834,395152,CloudPBX,192.102.254.82,63440,TELNYX LLC,64.16.236.18
64902222,2018-01-06,3227975506,1074853890,393755,CloudPBX,192.102.255.82,63440,TELNYX LLC,64.16.248.2
69792404,2018-03-01,3227975250,1074853890,395152,CloudPBX,192.102.254.82,63440,TELNYX LLC,64.16.248.2
74424980,2018-04-13,3227975507,1074853890,393755,CloudPBX,192.102.255.83,63440,TELNYX LLC,64.16.248.2
76359210,2018-05-02,3227975251,1074853890,395152,CloudPBX,192.102.254.83,63440,TELNYX LLC,64.16.248.2
77854794,2018-05-17,1654599250,1074853890,395766,CloudPBX,98.159.46.82,63440,TELNYX LLC,64.16.248.2
64749081,2018-01-04,3227975250,1074853907,395152,CloudPBX,192.102.254.82,63440,TELNYX LLC,64.16.248.19
64750156,2018-01-04,3227975251,1074853907,395152,CloudPBX,192.102.254.83,63440,TELNYX LLC,64.16.248.19
65158167,2018-01-10,1654599250,1074853907,395766,CloudPBX,98.159.46.82,63440,TELNYX LLC,64.16.248.19
65158772,2018-01-10,1654599251,1074853907,395766,CloudPBX,98.159.46.83,63440,TELNYX LLC,64.16.248.19
65260830,2018-01-11,3227975506,1074853907,393755,CloudPBX,192.102.255.82,63440,TELNYX LLC,64.16.248.19
65268720,2018-01-11,3227975507,1074853907,393755,CloudPBX,192.102.255.83,63440,TELNYX LLC,64.16.248.19
64563195,2018-01-02,3227975250,1074853923,395152,CloudPBX,192.102.254.82,63440,TELNYX LLC,64.16.248.35
64585673,2018-01-02,3227975251,1074853923,395152,CloudPBX,192.102.254.83,63440,TELNYX LLC,64.16.248.35
65221512,2018-01-11,3227975507,1074853923,393755,CloudPBX,192.102.255.83,63440,TELNYX LLC,64.16.248.35
65260341,2018-01-11,3227975506,1074853923,393755,CloudPBX,192.102.255.82,63440,TELNYX LLC,64.16.248.35
65365588,2018-01-12,1654599250,1074853923,395766,CloudPBX,98.159.46.82,63440,TELNYX LLC,64.16.248.35
66102919,2018-01-23,1654599251,1074853923,395766,CloudPBX,98.159.46.83,63440,TELNYX LLC,64.16.248.35
64490016,2018-01-01,3227975506,1074853938,393755,CloudPBX,192.102.255.82,63440,TELNYX LLC,64.16.248.50
64491956,2018-01-01,3227975507,1074853938,393755,CloudPBX,192.102.255.83,63440,TELNYX LLC,64.16.248.50
65966873,2018-01-22,1654599251,1074853938,395766,CloudPBX,98.159.46.83,63440,TELNYX LLC,64.16.248.50
66101238,2018-01-23,3227975251,1074853938,395152,CloudPBX,192.102.254.83,63440,TELNYX LLC,64.16.248.50
66825208,2018-01-31,3227975250,1074853938,395152,CloudPBX,192.102.254.82,63440,TELNYX LLC,64.16.248.50
77736399,2018-05-16,1654599250,1074853938,395766,CloudPBX,98.159.46.82,63440,TELNYX LLC,64.16.248.50
64536338,2018-01-02,3227975506,1074853954,393755,CloudPBX,192.102.255.82,63440,TELNYX LLC,64.16.248.66
65192416,2018-01-10,3227975507,1074853954,393755,CloudPBX,192.102.255.83,63440,TELNYX LLC,64.16.248.66
66143039,2018-01-23,1654599251,1074853954,395766,CloudPBX,98.159.46.83,63440,TELNYX LLC,64.16.248.66
72049893,2018-03-21,1654599250,1074853954,395766,CloudPBX,98.159.46.82,63440,TELNYX LLC,64.16.248.66
72174646,2018-03-21,3227975251,1074853954,395152,CloudPBX,192.102.254.83,63440,TELNYX LLC,64.16.248.66
77685143,2018-05-15,3227975250,1074853954,395152,CloudPBX,192.102.254.82,63440,TELNYX LLC,64.16.248.66
64500976,2018-01-01,3227975506,1074853970,393755,CloudPBX,192.102.255.82,63440,TELNYX LLC,64.16.248.82
64520004,2018-01-02,3227975507,1074853970,393755,CloudPBX,192.102.255.83,63440,TELNYX LLC,64.16.248.82
64528119,2018-01-02,3227975251,1074853970,395152,CloudPBX,192.102.254.83,63440,TELNYX LLC,64.16.248.82
64961754,2018-01-08,3227975250,1074853970,395152,CloudPBX,192.102.254.82,63440,TELNYX LLC,64.16.248.82
65965741,2018-01-22,1654599251,1074853970,395766,CloudPBX,98.159.46.83,63440,TELNYX LLC,64.16.248.82
66160957,2018-01-23,1654599250,1074853970,395766,CloudPBX,98.159.46.82,63440,TELNYX LLC,64.16.248.82
64556945,2018-01-02,3227975506,1074853986,393755,CloudPBX,192.102.255.82,63440,TELNYX LLC,64.16.248.98
64972556,2018-01-08,3227975507,1074853986,393755,CloudPBX,192.102.255.83,63440,TELNYX LLC,64.16.248.98
72048980,2018-03-21,1654599250,1074853986,395766,CloudPBX,98.159.46.82,63440,TELNYX LLC,64.16.248.98
72175080,2018-03-21,3227975250,1074853986,395152,CloudPBX,192.102.254.82,63440,TELNYX LLC,64.16.248.98
73145004,2018-04-02,1654599251,1074853986,395766,CloudPBX,98.159.46.83,63440,TELNYX LLC,64.16.248.98
77864764,2018-05-17,3227975251,1074853986,395152,CloudPBX,192.102.254.83,63440,TELNYX LLC,64.16.248.98
69746358,2018-03-01,3227975250,1074854002,395152,CloudPBX,192.102.254.82,63440,TELNYX LLC,64.16.248.114
72051396,2018-03-21,3227975506,1074854002,393755,CloudPBX,192.102.255.82,63440,TELNYX LLC,64.16.248.114
74768475,2018-04-17,3227975507,1074854002,393755,CloudPBX,192.102.255.83,63440,TELNYX LLC,64.16.248.114
64490173,2018-01-01,3227975506,1074854126,393755,CloudPBX,192.102.255.82,63440,TELNYX LLC,64.16.248.238
64505641,2018-01-02,3227975507,1074854126,393755,CloudPBX,192.102.255.83,63440,TELNYX LLC,64.16.248.238
65966150,2018-01-22,1654599251,1074854126,395766,CloudPBX,98.159.46.83,63440,TELNYX LLC,64.16.248.238
66110306,2018-01-23,1654599250,1074854126,395766,CloudPBX,98.159.46.82,63440,TELNYX LLC,64.16.248.238
66141257,2018-01-23,3227975251,1074854126,395152,CloudPBX,192.102.254.83,63440,TELNYX LLC,64.16.248.238
66164515,2018-01-23,3227975250,1074854126,395152,CloudPBX,192.102.254.82,63440,TELNYX LLC,64.16.248.238
64492112,2018-01-01,3227975507,1074854130,393755,CloudPBX,192.102.255.83,63440,TELNYX LLC,64.16.248.242
64536886,2018-01-02,3227975506,1074854130,393755,CloudPBX,192.102.255.82,63440,TELNYX LLC,64.16.248.242
65314738,2018-01-11,3227975251,1074854130,395152,CloudPBX,192.102.254.83,63440,TELNYX LLC,64.16.248.242
73318930,2018-04-03,3227975250,1074854130,395152,CloudPBX,192.102.254.82,63440,TELNYX LLC,64.16.248.242
73535746,2018-04-05,1654599250,1074854130,395766,CloudPBX,98.159.46.82,63440,TELNYX LLC,64.16.248.242
77702361,2018-05-15,1654599251,1074854130,395766,CloudPBX,98.159.46.83,63440,TELNYX LLC,64.16.248.242
77691445,2018-05-15,3227975506,1074854147,393755,CloudPBX,192.102.255.82,63440,TELNYX LLC,64.16.249.3
77699484,2018-05-15,3227975507,1074854147,393755,CloudPBX,192.102.255.83,63440,TELNYX LLC,64.16.249.3
77741720,2018-05-16,3227975250,1074854147,395152,CloudPBX,192.102.254.82,63440,TELNYX LLC,64.16.249.3
77782502,2018-05-16,3227975251,1074854147,395152,CloudPBX,192.102.254.83,63440,TELNYX LLC,64.16.249.3
77854614,2018-05-17,1654599250,1074854147,395766,CloudPBX,98.159.46.82,63440,TELNYX LLC,64.16.249.3
77827707,2018-05-17,3227975507,1074854174,393755,CloudPBX,192.102.255.83,63440,TELNYX LLC,64.16.249.30
77847335,2018-05-17,1654599251,1074854174,395766,CloudPBX,98.159.46.83,63440,TELNYX LLC,64.16.249.30
77858520,2018-05-17,3227975251,1074854174,395152,CloudPBX,192.102.254.83,63440,TELNYX LLC,64.16.249.30
75513933,2018-04-24,1654599250,1074963626,395766,CloudPBX,98.159.46.82,19515,Oricom Internet,64.18.164.170
68436494,2018-02-16,3227975506,1075607855,393755,CloudPBX,192.102.255.82,32222,AccessLine Communications Corp.,64.28.121.47
71225748,2018-03-14,3227975251,1075607855,395152,CloudPBX,192.102.254.83,32222,AccessLine Communications Corp.,64.28.121.47
71710358,2018-03-19,3227975507,1075607855,393755,CloudPBX,192.102.255.83,32222,AccessLine Communications Corp.,64.28.121.47
65250603,2018-01-11,1654599251,1075607856,395766,CloudPBX,98.159.46.83,32222,AccessLine Communications Corp.,64.28.121.48
69576274,2018-02-28,3227975507,1075607857,393755,CloudPBX,192.102.255.83,32222,AccessLine Communications Corp.,64.28.121.49
76799222,2018-05-07,3227975506,1075607857,393755,CloudPBX,192.102.255.82,32222,AccessLine Communications Corp.,64.28.121.49
78578071,2018-05-29,3227975250,1075607857,395152,CloudPBX,192.102.254.82,32222,AccessLine Communications Corp.,64.28.121.49
65686328,2018-01-17,3227975507,1075607861,393755,CloudPBX,192.102.255.83,32222,AccessLine Communications Corp.,64.28.121.53
66180731,2018-01-24,1654599250,1075607861,395766,CloudPBX,98.159.46.82,32222,AccessLine Communications Corp.,64.28.121.53
67576008,2018-02-07,3227975506,1075607861,393755,CloudPBX,192.102.255.82,32222,AccessLine Communications Corp.,64.28.121.53
71310058,2018-03-14,3227975251,1075607861,395152,CloudPBX,192.102.254.83,32222,AccessLine Communications Corp.,64.28.121.53
72109135,2018-03-21,3227975250,1075607861,395152,CloudPBX,192.102.254.82,32222,AccessLine Communications Corp.,64.28.121.53
74766986,2018-04-17,1654599251,1075607861,395766,CloudPBX,98.159.46.83,32222,AccessLine Communications Corp.,64.28.121.53
65136674,2018-01-10,3227975506,1075607862,393755,CloudPBX,192.102.255.82,32222,AccessLine Communications Corp.,64.28.121.54
66275007,2018-01-25,1654599251,1075607862,395766,CloudPBX,98.159.46.83,32222,AccessLine Communications Corp.,64.28.121.54
66338048,2018-01-25,3227975250,1075607862,395152,CloudPBX,192.102.254.82,32222,AccessLine Communications Corp.,64.28.121.54
66952941,2018-02-01,3227975507,1075607862,393755,CloudPBX,192.102.255.83,32222,AccessLine Communications Corp.,64.28.121.54
74682346,2018-04-16,3227975251,1075607862,395152,CloudPBX,192.102.254.83,32222,AccessLine Communications Corp.,64.28.121.54
70491504,2018-03-07,3227975506,1075607872,393755,CloudPBX,192.102.255.82,32222,AccessLine Communications Corp.,64.28.121.64
73247002,2018-04-03,1654599251,1075607872,395766,CloudPBX,98.159.46.83,32222,AccessLine Communications Corp.,64.28.121.64
74417558,2018-04-13,3227975507,1075607872,393755,CloudPBX,192.102.255.83,32222,AccessLine Communications Corp.,64.28.121.64
66765036,2018-01-31,3227975250,1075607873,395152,CloudPBX,192.102.254.82,32222,AccessLine Communications Corp.,64.28.121.65
70139773,2018-03-05,3227975506,1075607873,393755,CloudPBX,192.102.255.82,32222,AccessLine Communications Corp.,64.28.121.65
74650505,2018-04-16,1654599251,1075607873,395766,CloudPBX,98.159.46.83,32222,AccessLine Communications Corp.,64.28.121.65
66178675,2018-01-24,3227975507,1075607874,393755,CloudPBX,192.102.255.83,32222,AccessLine Communications Corp.,64.28.121.66
66247499,2018-01-24,3227975251,1075607874,395152,CloudPBX,192.102.254.83,32222,AccessLine Communications Corp.,64.28.121.66
73737068,2018-04-06,3227975506,1075607874,393755,CloudPBX,192.102.255.82,32222,AccessLine Communications Corp.,64.28.121.66
69498400,2018-02-27,3227975507,1075607875,393755,CloudPBX,192.102.255.83,32222,AccessLine Communications Corp.,64.28.121.67
78382545,2018-05-25,3227975506,1075607875,393755,CloudPBX,192.102.255.82,32222,AccessLine Communications Corp.,64.28.121.67
65774784,2018-01-18,3227975507,1075607938,393755,CloudPBX,192.102.255.83,32222,AccessLine Communications Corp.,64.28.121.130
69053554,2018-02-22,3227975506,1075607938,393755,CloudPBX,192.102.255.82,32222,AccessLine Communications Corp.,64.28.121.130
70349784,2018-03-06,3227975250,1075607938,395152,CloudPBX,192.102.254.82,32222,AccessLine Communications Corp.,64.28.121.130
64918882,2018-01-08,3227975506,1075607939,393755,CloudPBX,192.102.255.82,32222,AccessLine Communications Corp.,64.28.121.131
67122165,2018-02-03,3227975250,1075607939,395152,CloudPBX,192.102.254.82,32222,AccessLine Communications Corp.,64.28.121.131
74787035,2018-04-17,3227975507,1075607939,393755,CloudPBX,192.102.255.83,32222,AccessLine Communications Corp.,64.28.121.131
77250489,2018-05-10,3227975251,1075607939,395152,CloudPBX,192.102.254.83,32222,AccessLine Communications Corp.,64.28.121.131
65316550,2018-01-11,3227975507,1075607940,393755,CloudPBX,192.102.255.83,32222,AccessLine Communications Corp.,64.28.121.132
70521947,2018-03-08,3227975506,1075607940,393755,CloudPBX,192.102.255.82,32222,AccessLine Communications Corp.,64.28.121.132
72127169,2018-03-21,3227975250,1075607940,395152,CloudPBX,192.102.254.82,32222,AccessLine Communications Corp.,64.28.121.132
65863453,2018-01-19,3227975250,1075607941,395152,CloudPBX,192.102.254.82,32222,AccessLine Communications Corp.,64.28.121.133
65986328,2018-01-22,3227975506,1075607941,393755,CloudPBX,192.102.255.82,32222,AccessLine Communications Corp.,64.28.121.133
76713817,2018-05-07,1654599251,1075607941,395766,CloudPBX,98.159.46.83,32222,AccessLine Communications Corp.,64.28.121.133
78628336,2018-05-30,3227975507,1075607941,393755,CloudPBX,192.102.255.83,32222,AccessLine Communications Corp.,64.28.121.133
64988541,2018-01-08,3227975506,1075607942,393755,CloudPBX,192.102.255.82,32222,AccessLine Communications Corp.,64.28.121.134
66247458,2018-01-24,3227975250,1075607942,395152,CloudPBX,192.102.254.82,32222,AccessLine Communications Corp.,64.28.121.134
73922524,2018-04-09,3227975507,1075607942,393755,CloudPBX,192.102.255.83,32222,AccessLine Communications Corp.,64.28.121.134
65594946,2018-01-16,3227975507,1075607946,393755,CloudPBX,192.102.255.83,32222,AccessLine Communications Corp.,64.28.121.138
71151915,2018-03-13,3227975250,1075607946,395152,CloudPBX,192.102.254.82,32222,AccessLine Communications Corp.,64.28.121.138
76198498,2018-05-01,3227975251,1075607946,395152,CloudPBX,192.102.254.83,32222,AccessLine Communications Corp.,64.28.121.138
77732932,2018-05-16,3227975506,1075607946,393755,CloudPBX,192.102.255.82,32222,AccessLine Communications Corp.,64.28.121.138
65826839,2018-01-18,3227975250,1075607947,395152,CloudPBX,192.102.254.82,32222,AccessLine Communications Corp.,64.28.121.139
67237307,2018-02-05,3227975507,1075607948,393755,CloudPBX,192.102.255.83,32222,AccessLine Communications Corp.,64.28.121.140
69055381,2018-02-22,3227975506,1075607948,393755,CloudPBX,192.102.255.82,32222,AccessLine Communications Corp.,64.28.121.140
66337663,2018-01-25,3227975250,1075608083,395152,CloudPBX,192.102.254.82,20385,AccessLine Communications Corp.,64.28.122.19
66950285,2018-02-01,3227975506,1075608083,393755,CloudPBX,192.102.255.82,20385,AccessLine Communications Corp.,64.28.122.19
76879105,2018-05-08,3227975506,1075608087,393755,CloudPBX,192.102.255.82,20385,AccessLine Communications Corp.,64.28.122.23
78628705,2018-05-30,3227975507,1075608087,393755,CloudPBX,192.102.255.83,20385,AccessLine Communications Corp.,64.28.122.23
65043391,2018-01-09,1654599251,1075608090,395766,CloudPBX,98.159.46.83,20385,AccessLine Communications Corp.,64.28.122.26
70107691,2018-03-05,3227975250,1075608090,395152,CloudPBX,192.102.254.82,20385,AccessLine Communications Corp.,64.28.122.26
75639027,2018-04-25,3227975506,1075608090,393755,CloudPBX,192.102.255.82,20385,AccessLine Communications Corp.,64.28.122.26
71536625,2018-03-16,3227975506,1075608091,393755,CloudPBX,192.102.255.82,20385,AccessLine Communications Corp.,64.28.122.27
73619335,2018-04-05,3227975507,1075608091,393755,CloudPBX,192.102.255.83,20385,AccessLine Communications Corp.,64.28.122.27
65517796,2018-01-15,1654599250,1075608093,395766,CloudPBX,98.159.46.82,20385,AccessLine Communications Corp.,64.28.122.29
66200406,2018-01-24,3227975507,1075608093,393755,CloudPBX,192.102.255.83,20385,AccessLine Communications Corp.,64.28.122.29
69496327,2018-02-27,3227975506,1075608093,393755,CloudPBX,192.102.255.82,20385,AccessLine Communications Corp.,64.28.122.29
73962272,2018-04-09,3227975250,1075608093,395152,CloudPBX,192.102.254.82,20385,AccessLine Communications Corp.,64.28.122.29
74037812,2018-04-10,3227975251,1075608093,395152,CloudPBX,192.102.254.83,20385,AccessLine Communications Corp.,64.28.122.29
64918835,2018-01-08,3227975507,1075608099,393755,CloudPBX,192.102.255.83,20385,AccessLine Communications Corp.,64.28.122.35
77137227,2018-05-09,3227975251,1075608099,395152,CloudPBX,192.102.254.83,20385,AccessLine Communications Corp.,64.28.122.35
74650298,2018-04-16,1654599250,1075608101,395766,CloudPBX,98.159.46.82,20385,AccessLine Communications Corp.,64.28.122.37
76524548,2018-05-04,3227975507,1075608101,393755,CloudPBX,192.102.255.83,20385,AccessLine Communications Corp.,64.28.122.37
78187107,2018-05-23,1654599251,1075608101,395766,CloudPBX,98.159.46.83,20385,AccessLine Communications Corp.,64.28.122.37
64992590,2018-01-08,3227975506,1075608102,393755,CloudPBX,192.102.255.82,20385,AccessLine Communications Corp.,64.28.122.38
65258349,2018-01-11,3227975507,1075608103,393755,CloudPBX,192.102.255.83,20385,AccessLine Communications Corp.,64.28.122.39
66957673,2018-02-01,3227975250,1075608103,395152,CloudPBX,192.102.254.82,20385,AccessLine Communications Corp.,64.28.122.39
71870671,2018-03-20,3227975506,1075608103,393755,CloudPBX,192.102.255.82,20385,AccessLine Communications Corp.,64.28.122.39
75033411,2018-04-19,3227975251,1075608103,395152,CloudPBX,192.102.254.83,20385,AccessLine Communications Corp.,64.28.122.39
65175671,2018-01-10,3227975507,1075608117,393755,CloudPBX,192.102.255.83,20385,AccessLine Communications Corp.,64.28.122.53
65825027,2018-01-18,3227975250,1075608117,395152,CloudPBX,192.102.254.82,20385,AccessLine Communications Corp.,64.28.122.53
66178933,2018-01-24,3227975506,1075608117,393755,CloudPBX,192.102.255.82,20385,AccessLine Communications Corp.,64.28.122.53
78190078,2018-05-23,1654599251,1075608117,395766,CloudPBX,98.159.46.83,20385,AccessLine Communications Corp.,64.28.122.53
65692925,2018-01-17,3227975506,1075608145,393755,CloudPBX,192.102.255.82,20385,AccessLine Communications Corp.,64.28.122.81
66647860,2018-01-30,3227975507,1075608145,393755,CloudPBX,192.102.255.83,20385,AccessLine Communications Corp.,64.28.122.81
74252381,2018-04-11,3227975251,1075608150,395152,CloudPBX,192.102.254.83,20385,AccessLine Communications Corp.,64.28.122.86
75096238,2018-04-20,3227975507,1075608150,393755,CloudPBX,192.102.255.83,20385,AccessLine Communications Corp.,64.28.122.86
65754671,2018-01-18,3227975506,1075608194,393755,CloudPBX,192.102.255.82,20385,AccessLine Communications Corp.,64.28.122.130
68443690,2018-02-16,3227975251,1075608194,395152,CloudPBX,192.102.254.83,20385,AccessLine Communications Corp.,64.28.122.130
76867452,2018-05-08,3227975507,1075608194,393755,CloudPBX,192.102.255.83,20385,AccessLine Communications Corp.,64.28.122.130
76984039,2018-05-08,3227975250,1075608194,395152,CloudPBX,192.102.254.82,20385,AccessLine Communications Corp.,64.28.122.130
65537075,2018-01-15,3227975507,1075608195,393755,CloudPBX,192.102.255.83,20385,AccessLine Communications Corp.,64.28.122.131
70517333,2018-03-08,3227975506,1075608195,393755,CloudPBX,192.102.255.82,20385,AccessLine Communications Corp.,64.28.122.131
72884264,2018-03-29,1654599251,1075608195,395766,CloudPBX,98.159.46.83,20385,AccessLine Communications Corp.,64.28.122.131
65595006,2018-01-16,3227975506,1075608196,393755,CloudPBX,192.102.255.82,20385,AccessLine Communications Corp.,64.28.122.132
78137666,2018-05-23,1654599250,1075608196,395766,CloudPBX,98.159.46.82,20385,AccessLine Communications Corp.,64.28.122.132
64650396,2018-01-03,3227975251,1075608197,395152,CloudPBX,192.102.254.83,20385,AccessLine Communications Corp.,64.28.122.133
65175227,2018-01-10,3227975506,1075608197,393755,CloudPBX,192.102.255.82,20385,AccessLine Communications Corp.,64.28.122.133
65271762,2018-01-11,3227975507,1075608197,393755,CloudPBX,192.102.255.83,20385,AccessLine Communications Corp.,64.28.122.133
74650448,2018-04-16,1654599250,1075608197,395766,CloudPBX,98.159.46.82,20385,AccessLine Communications Corp.,64.28.122.133
75726401,2018-04-26,1654599251,1075608197,395766,CloudPBX,98.159.46.83,20385,AccessLine Communications Corp.,64.28.122.133
67576063,2018-02-07,3227975506,1075608198,393755,CloudPBX,192.102.255.82,20385,AccessLine Communications Corp.,64.28.122.134
70511382,2018-03-08,1654599251,1075608198,395766,CloudPBX,98.159.46.83,20385,AccessLine Communications Corp.,64.28.122.134
70973367,2018-03-12,3227975507,1075608198,393755,CloudPBX,192.102.255.83,20385,AccessLine Communications Corp.,64.28.122.134
76821278,2018-05-07,3227975250,1075608198,395152,CloudPBX,192.102.254.82,20385,AccessLine Communications Corp.,64.28.122.134
66180276,2018-01-24,1654599251,1075608212,395766,CloudPBX,98.159.46.83,20385,AccessLine Communications Corp.,64.28.122.148
66770513,2018-01-31,3227975507,1075608212,393755,CloudPBX,192.102.255.83,20385,AccessLine Communications Corp.,64.28.122.148
71155994,2018-03-13,3227975250,1075608212,395152,CloudPBX,192.102.254.82,20385,AccessLine Communications Corp.,64.28.122.148
74170922,2018-04-11,3227975506,1075608212,393755,CloudPBX,192.102.255.82,20385,AccessLine Communications Corp.,64.28.122.148
74651235,2018-04-16,1654599250,1075608212,395766,CloudPBX,98.159.46.82,20385,AccessLine Communications Corp.,64.28.122.148
64829930,2018-01-05,3227975250,1075608213,395152,CloudPBX,192.102.254.82,20385,AccessLine Communications Corp.,64.28.122.149
75111448,2018-04-20,3227975507,1075608213,393755,CloudPBX,192.102.255.83,20385,AccessLine Communications Corp.,64.28.122.149
77438816,2018-05-12,3227975506,1075608213,393755,CloudPBX,192.102.255.82,20385,AccessLine Communications Corp.,64.28.122.149
78186616,2018-05-23,1654599251,1075608213,395766,CloudPBX,98.159.46.83,20385,AccessLine Communications Corp.,64.28.122.149
69012742,2018-02-22,3227975507,1075608214,393755,CloudPBX,192.102.255.83,20385,AccessLine Communications Corp.,64.28.122.150
69077155,2018-02-22,3227975506,1075608214,393755,CloudPBX,192.102.255.82,20385,AccessLine Communications Corp.,64.28.122.150
72413500,2018-03-22,3227975251,1075608214,395152,CloudPBX,192.102.254.83,20385,AccessLine Communications Corp.,64.28.122.150
78346779,2018-05-25,1654599250,1075988276,395766,CloudPBX,98.159.46.82,13768,Cogeco Peer 1,64.34.71.52
78647579,2018-05-30,3227975507,1075988276,393755,CloudPBX,192.102.255.83,13768,Cogeco Peer 1,64.34.71.52
68183100,2018-02-14,3227975506,1075988277,393755,CloudPBX,192.102.255.82,13768,Cogeco Peer 1,64.34.71.53
70525208,2018-03-08,3227975507,1075988277,393755,CloudPBX,192.102.255.83,13768,Cogeco Peer 1,64.34.71.53
76549282,2018-05-04,3227975251,1075988277,395152,CloudPBX,192.102.254.83,13768,Cogeco Peer 1,64.34.71.53
76146029,2018-05-01,3227975507,1075989075,393755,CloudPBX,192.102.255.83,13768,Cogeco Peer 1,64.34.74.83
76407252,2018-05-03,3227975506,1075989075,393755,CloudPBX,192.102.255.82,13768,Cogeco Peer 1,64.34.74.83
76271573,2018-05-02,3227975507,1075989077,393755,CloudPBX,192.102.255.83,13768,Cogeco Peer 1,64.34.74.85
78225626,2018-05-23,1654599250,1075989077,395766,CloudPBX,98.159.46.82,13768,Cogeco Peer 1,64.34.74.85
77106112,2018-05-09,3227975507,1075989110,393755,CloudPBX,192.102.255.83,13768,Cogeco Peer 1,64.34.74.118
75855036,2018-04-27,3227975506,1076026949,393755,CloudPBX,192.102.255.82,13768,Cogeco Peer 1,64.34.222.69
75880260,2018-04-27,3227975507,1076026949,393755,CloudPBX,192.102.255.83,13768,Cogeco Peer 1,64.34.222.69
78376461,2018-05-25,3227975251,1076026949,395152,CloudPBX,192.102.254.83,13768,Cogeco Peer 1,64.34.222.69
77341533,2018-05-11,3227975250,1076026952,395152,CloudPBX,192.102.254.82,13768,Cogeco Peer 1,64.34.222.72
77538176,2018-05-14,3227975251,1076026952,395152,CloudPBX,192.102.254.83,13768,Cogeco Peer 1,64.34.222.72
66708001,2018-01-30,3227975506,1076027090,393755,CloudPBX,192.102.255.82,13768,Cogeco Peer 1,64.34.222.210
69794049,2018-03-01,3227975507,1076027090,393755,CloudPBX,192.102.255.83,13768,Cogeco Peer 1,64.34.222.210
69117131,2018-02-23,3227975506,1076027111,393755,CloudPBX,192.102.255.82,13768,Cogeco Peer 1,64.34.222.231
73955032,2018-04-09,3227975507,1076027111,393755,CloudPBX,192.102.255.83,13768,Cogeco Peer 1,64.34.222.231
68719141,2018-02-20,3227975507,1076027113,393755,CloudPBX,192.102.255.83,13768,Cogeco Peer 1,64.34.222.233
